music,streams
SAD!,"[24285, 24427, 22523, 23295, 24149, 23172, 20350, 20180, 19127, 18033, 18231, 16905, 16632, 15689, 15887, 16426, 14832, 15177, 14834, 15554, 15045, 15400, 15109, 15417, 17286, 15899, 15096, 14179, 13920, 13510, 14185, 13942, 13927, 15391, 15522, 16343, 15708, 15682, 16939, 22822, 22538, 21253, 20723, 21521, 22160, 22308, 22175, 22193, 21283, 21226, 20852, 20494, 23231, 22600, 23489, 23555, 22686, 23318, 23666, 23287, 22934, 22954, 22742, 22660, 23024, 21653, 21480, 20747, 20908, 20825, 20162, 19314, 18644, 18712, 18542, 18049, 17109, 17871, 19090, 19672, 20017, 19642, 18979, 19191, 20589, 17262, 18779, 19147, 18941, 20468, 21431, 19771, 18158, 19844, 20248, 21323, 21156, 20571, 20736, 19825, 19292, 20667, 19421, 19161]"
Jackie Chan,"[23943, 20212, 20496, 20000, 19789, 19907, 20079, 20748, 19663, 20491, 18767, 17855, 17997, 17841, 16488, 16606, 14483, 14194, 13978, 14007, 14032, 13728, 14474, 15301, 15862, 15583, 16632, 15618, 14930, 14973, 13640, 14450, 14013, 13468, 15256]"
Nevermind,"[23620, 23342, 23863, 23052, 22552, 22343, 21631, 23023, 23317, 24125, 25590, 27660, 28992, 26248, 26046, 25743, 24191, 24315, 21241, 21988, 20878, 20654, 22187, 21837, 22592, 21986, 21292, 20638, 19919, 19947, 19031, 19208, 18418, 17772, 18206, 18580, 18415, 18571, 18795, 19159, 18053, 17960, 17465, 17695, 15737, 16235, 16617, 17359, 17066, 20415, 18641, 16128, 17175, 17640, 16487, 15097, 15487, 14515, 15861, 15720, 16045, 15552, 16533, 17211, 17658, 18799, 18604, 18058, 17079, 17836, 17757, 17922, 17627, 17630, 17193, 16673, 17185, 16738]"
Havana (feat. Young Thug),"[23500, 21674, 20694, 19370, 19277, 18841, 18885, 18824, 18597, 18382, 17986, 17154, 17693, 16920, 15850, 15911, 15045, 14327, 14039, 14173, 14361, 14615, 15418, 15379, 15432, 16006, 15770, 15326, 15718, 15832, 15039, 15459, 15272, 15063, 14489, 14551, 15107, 15036, 14705, 14904, 14561, 14367, 14718, 15248]"
Kiss and Make Up,"[23490, 27222, 27500, 20942, 19189, 17333, 18257, 18489, 17446, 18224, 17298, 15866, 16555, 16704, 17680, 17985, 15044, 13349, 13858, 13792]"
More Than You Know,"[22617, 19221, 19201, 18366, 17561, 16564, 16860, 16529, 16081, 16479, 16108, 15341, 16509, 16180, 15928, 16694, 15575, 15268, 15347, 14956, 15127, 15391, 16462, 16610, 16528, 16463, 16842, 16641, 16421, 16390, 15502, 15733, 15606, 15539, 14742, 14942, 15302, 14828, 14522, 14419, 14132, 13909, 13709, 18819, 19992, 16638, 15764, 15734, 15726, 16295, 17105, 16995, 16809, 18524, 17853, 17142, 17156, 17021, 17186, 17216, 16494, 16334, 20125, 18947, 19802, 19588, 19974, 19578, 19049, 20331, 20037, 21278, 23004, 22065, 22458, 20876, 20698, 21074, 20634]"
Body,"[22308, 21330, 23157, 24065, 21500, 21014, 20272, 21842, 22421, 22095, 22058, 20758, 22149, 23235, 22988, 23398, 21402, 21093, 20607, 21278, 21172, 20580, 20181, 21182, 21985, 22057, 22350, 21424, 21455, 21415, 20446, 20982, 21111, 20643, 19641, 20330, 19599, 18222, 19223, 19087, 16708, 16042, 15054, 15580, 13301, 19936, 18829, 16783, 16603, 15215, 15381, 16805, 16440, 22174, 23975, 22727, 18455, 18349, 19563, 18385, 19958, 23513, 23703, 21653]"
Don't Stop Me Now - Remastered 2011,"[22192, 18481, 19470, 19469, 19362, 19590, 21917, 23827, 24763, 25651, 24372, 22106, 22084, 21616, 21217, 19932, 18779, 18230, 17776, 17609, 16842, 16695, 17226, 18389, 19473, 18863, 19735, 18363, 18139, 17522, 17099, 17017, 16897, 17113, 15905, 15589, 15790, 15837, 15863, 15764, 15574, 14788, 14928, 15615, 13971, 14576, 14387, 14428]"
Shape of You,"[22052, 20252, 20004, 19861, 18807, 19445, 18759, 18495, 18696, 19153, 18887, 17303, 18148, 17935, 16775, 18151, 17694, 17810, 17399, 18569, 18961, 19409, 19113, 19355, 19267, 19455, 20721, 20108, 20993, 19869, 20264, 29606, 25956, 20282, 19427, 17814, 16916, 16918, 17009, 17380, 16835, 16638, 16810, 17731, 15499, 16016, 16246, 16586, 16510, 18977, 18934, 19898, 17769, 18796, 17957, 18321, 18216, 17803, 18595, 17267, 16954, 16967, 15872, 16495, 16831, 15545, 16013, 15864, 16086, 15698, 15920, 16114, 15854, 16210, 16361]"
Be Alright,"[21658, 27191, 27691, 28538, 24620, 23603, 21612, 20696, 20505, 20811, 19358, 18806, 21535, 19183, 18202, 17515, 15419, 15821, 14770, 14295, 13953, 13919, 13606, 13759, 15491, 14645, 15335, 15948, 16088, 15951, 15225, 16820, 17541, 17720, 18383, 19827, 20154, 20729, 20670, 20281, 20337, 20572, 19989, 19105, 17688, 18998, 18350]"
Pesetas,"[21610, 23214, 26285, 27720, 27598, 25171, 24627, 26726, 26465, 25546, 24940, 22703, 28888, 31757, 27466, 25406, 22592, 21373, 19811, 19098, 19215, 19346, 19032, 19819, 19554, 18690, 18292, 16884, 16220, 15916, 16437, 15791, 15241, 14776, 14526, 14812, 15496, 15411, 15540, 17396, 16396, 16042, 15766, 17135, 14033, 14763, 14985, 15268, 18301, 16084, 15296, 17040, 21890, 20916, 20378, 18558, 19820, 19582]"
Thunder,"[21503, 21649, 22642, 22420, 22220, 22359, 21647, 21089, 20751, 20591, 21810, 20634, 20910, 20036, 20123, 20243, 19485, 20138, 19591, 19472, 19991, 20613, 22938, 22529, 21936, 20779, 20269, 20016, 20264, 20232, 20214, 20085, 20337, 19332, 19219, 18113, 18316, 18344, 18431, 18748, 18922, 18492, 19216, 20085, 16928, 17649, 17444, 17339, 17371, 20577, 19182, 18089, 17236, 18215, 17847, 18108, 18178, 18771, 18470, 17968, 17636, 17891, 18216, 17288, 17332, 17033, 15965, 16482, 16214, 15952, 16595, 16135, 16558, 16247, 16914, 16810, 16694, 16992, 17075, 16477, 16400, 21759, 23710, 24931, 25213, 26667, 24745, 26491, 27908, 26479, 25519, 26623, 27917, 28760, 27173, 27629, 35398, 33861, 34531, 35512, 37738, 37471, 37403, 36784, 36873, 35357, 32354, 32425, 33970, 34663, 36964, 31613, 33970, 35722, 34486, 33375, 31967, 30471, 30041, 30745, 30309, 28854, 28614, 27872, 26311, 25868, 24966, 51567, 40951]"
"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","[21221, 21915, 22345, 22249, 24139, 23178, 22151, 22221, 22178, 22162, 19541, 18919, 20014, 20881, 19639, 19139, 18365, 17971, 17600, 17776, 17807, 18058, 18214, 17391, 17551, 17798, 17691, 17908, 17030, 16766, 15669, 16593, 19652, 16642, 15430, 16138, 16460, 16487, 16432, 16322, 15882, 15538, 15215, 15309, 13635, 14749, 14798, 15064, 19594, 16331, 16378, 15385, 15754, 15549, 15349, 15855]"
Back To You - From 13 Reasons Why – Season 2 Soundtrack,"[21062, 22885, 22389, 22437, 21609, 20651, 19811, 19176, 19045, 18777, 18764, 18296, 17969, 17021, 16755, 16773, 15497, 15332, 15051, 14866, 15848, 15531, 15817, 14848, 14816, 14913, 14437, 15095, 15565, 15099, 14251, 14749, 14032, 13631, 14265, 14426, 14148, 14478, 14735, 14218, 14413, 15687, 18148, 15346, 14689, 14394, 14459]"
no tears left to cry,"[20826, 22181, 21788, 23772, 23293, 22475, 25156, 22119, 21641, 19942, 19323, 18160, 18695, 17790, 17910, 16817, 15213, 15118, 14413, 14002, 14483, 14201, 14475, 13892, 14249, 13994, 13404]"
IDGAF,"[20799, 21303, 20984, 20524, 20327, 20252, 20687, 21376, 20581, 19810, 18846, 17745, 18404, 17843, 16914, 16699, 15152, 14669, 14980, 15538, 15456, 15457, 15412, 14751, 13955, 13765, 13172]"
Without You (feat. Sandro Cavazza),"[20714, 19227, 19461, 19642, 17459, 17354, 17982, 17859, 17679, 17132, 16500, 15628, 16520, 16773, 16846, 18417, 16853, 15954, 15215, 15858, 15161, 15568, 15989, 16655, 15259, 15135, 15579, 15155, 15163, 15010, 14612, 14202, 15202, 15633, 13217, 14065, 14060, 14155, 14222, 14110, 14456, 14409, 14189, 15112, 14430, 18032, 16034]"
New Rules,"[20249, 18459, 18158, 17922, 18012, 17654, 18135, 17976, 17081, 17259, 16879, 15888, 16253, 15451, 14887, 15053, 13848, 13919, 13550, 14473, 14323, 14861, 15454, 15335, 14474, 13898, 13290, 13419]"
Ruin My Life,"[19803, 23169, 20763, 19649, 16119, 14777, 15820, 15724, 15949, 15896, 15943, 15148, 13392, 13332, 12422]"
2002,"[19744, 21767, 21382, 25377, 26445, 25867, 24919, 26028, 26893, 26987, 28295, 26214, 27942, 25646, 24124, 23781, 22084, 21153, 21330, 21192, 21185, 21391, 20819, 20257, 20231, 19088, 19369, 18515, 18999, 18202, 18089, 19069, 18823, 18853, 17779, 19618, 20085, 19236, 19134, 19710, 19337, 20138, 19985, 21044, 18312, 18751, 18106, 18343, 17622, 18895, 18772, 17716, 19176, 19592, 18868, 18336, 18361, 18054, 18773, 18065, 18144, 17548, 17877, 17420, 17822, 17634, 16287, 16550, 16785, 16015, 16603, 16034, 16976, 15569, 15994, 15384, 15384]"
REMEDY,"[19491, 23302, 29113, 29145, 28075, 27231, 24446, 26452, 26007, 27575, 27927, 26896, 28543, 26176, 24301, 24141, 22086, 20873, 20577, 20690, 20781, 19631, 20090, 19859, 20208, 19136, 18823, 20391, 19496, 18678, 17731, 17484, 16989, 16873, 15643, 17028, 17030, 17104, 16779, 17565, 18348, 18037, 17954, 17498, 15554, 15991, 15530, 15672]"
The Middle,"[19346, 19069, 19373, 18771, 17943, 18291, 17628, 18132, 17814, 17870, 17116, 16211, 17205, 16925, 15897, 15711, 14314, 14458, 14564, 14399, 14889, 15279, 15001, 14432, 14967, 15215, 14834, 14620, 14646, 13991, 13348]"
Darkside,"[18528, 19269, 20784, 19722, 19681, 20145, 17319, 16052, 15022, 15057, 14431, 14707, 15130, 15374, 14462, 14901, 13984, 13672, 13350, 12924, 13413, 13289, 13792]"
Hol van az a lány,"[18490, 17318, 18473, 18355, 18012, 17801, 18125, 18685, 18173, 17741, 18135, 16840, 18328, 19702, 19819, 20718, 19687, 19652, 19394, 20188, 22030, 20400, 20719, 22009, 22518, 22071, 23337, 22134, 22992, 24668, 23217, 23483, 23769, 23896, 25788, 24278, 23337, 23427, 22863, 22427, 21881, 23203, 23074, 25460, 21646, 21718, 21980, 22115, 21417, 22301, 22644, 23076, 21269, 22889, 22455, 22047, 22807, 22436, 22251, 22786, 23235, 23317, 21629, 20249, 21910, 24842, 21730, 21925, 21579, 20807, 21054, 21923, 21790, 21049, 21999, 21547, 21851, 22459, 22744, 26189, 27184, 27943, 27515, 27299, 28621, 28220, 27655, 27714, 27716, 26458, 26023, 26729, 26622, 26822, 25343, 23286, 22933, 23002, 22591, 22725, 23757, 22897, 21195, 19806, 21433, 21389, 22133, 21618, 21201, 21235, 22218, 22351, 21872, 21016, 20485, 22811, 21000, 22253, 23442, 24198, 23917, 23467, 22632, 22151, 23265, 24705, 24747, 25223, 24697, 23881, 24746, 24953, 24587, 23759, 23506, 24677, 24612, 23137, 22374, 21645]"
Whenever (feat. Conor Maynard),"[18325, 16747, 16417, 15959, 15976, 15714, 15783, 16378, 16363, 17055, 16008, 15175, 16041, 16805, 16830, 16246, 15010, 14530, 14259, 14632, 14837, 13650, 13922, 13515, 14141, 13780, 13514, 14105, 14119]"
Moonlight,"[18309, 18469, 17811, 17723, 19269, 17755, 15930, 15992, 15845, 15904, 15569, 15809, 13800, 20107, 13960, 21894, 13621, 23810, 13784, 23575, 14675, 19538, 12914, 19195, 12639, 14125, 12757, 13153, 13074, 13029, 13352, 14736, 14229, 13144, 13581, 14826, 15225, 17741, 17819, 18589, 18533, 18771, 18095, 18680, 17731, 17626, 20675, 18810, 18310, 17923, 16687, 17818, 16797, 16499, 16078, 16273, 17435, 16796, 17504, 16760, 16598, 16854, 16365, 17652, 15748, 17181, 15816, 17807, 18150, 19016, 18884, 18428, 16940, 16467, 16416]"
Blöff,"[18274, 18329, 19068, 17754, 17197, 16816, 16108, 17123, 17455, 17404, 16779, 16195, 14389, 13060, 14965, 15300, 13205, 13565, 13850, 13753, 13644, 14063, 14413, 15544, 16175, 16464, 16105, 15087, 15763, 16469, 15146, 15428, 15295, 15446, 15352, 15069, 15660, 15014, 14642, 14521, 14194, 14966, 15289, 17558, 14723, 15176, 20227, 20375, 18846, 19010, 19005, 16868, 16277, 17139, 17386, 17554, 16921]"
Born To Be Yours,"[18221, 19400, 20456, 20191, 19099, 18399, 18294, 18889, 19050, 18493, 17721, 15909, 16863, 16892, 16644, 16124, 15198, 14819, 14911, 15494, 14394, 15105, 15632, 15856, 15387, 15528, 15738, 15233, 14643, 14864, 14158, 13909]"
Under Pressure - Remastered 2011,"[17888, 16399, 17104, 16915, 18161, 19379, 21297, 22335, 22811, 22590, 21532, 19965, 19731, 18483, 17709, 16864, 16247, 14918, 14504, 14354, 14264, 13873, 14241, 15232, 16661, 15898, 16613, 15673, 15573, 15305, 15071, 15263, 15483, 15986, 14587, 14481, 14692, 14519, 14282, 14380, 14348, 14183, 14553, 15905, 13978, 14425, 14573]"
lovely (with Khalid),"[17877, 21391, 26842, 24406, 22422, 30654, 26433, 22815, 21439, 22436, 22993, 20117, 20175, 24672, 30750, 29987, 27699, 27937, 28626, 28491, 27222, 24856, 22305, 19711, 20571, 20785, 21037, 20151, 21758, 21260, 19788, 19731, 19651, 18765, 19855, 20597, 21655, 21034, 22932, 24279, 25094, 24411, 25027, 25778, 33073, 35124, 37757, 34956, 32715, 33281, 31088, 30342, 29149, 30684, 31177, 29408, 34870, 37696, 35374, 36687, 35944, 33030, 32823, 34180, 31946, 31147, 33054, 29769, 31062, 29773, 28082, 27199, 26336, 27226, 25993, 24551, 23448, 22816, 21251, 21182, 21083, 20922, 19834, 20622, 19805, 20637, 19999, 19616, 20438, 20852, 20772, 21344, 20772, 20976, 20958, 20876, 19563, 20950, 23947, 23810, 23907, 24608, 23987, 20999, 20584, 22489, 22313, 22692, 22021, 21743, 20851, 20620, 20427, 21591, 20745, 22064, 21462, 19599, 21223, 20768, 20541, 22141, 19870, 19954, 21438, 22012, 22617, 27532, 27210, 25738, 25144, 26165, 25437, 24171, 31241, 30853, 31322, 30400, 30417, 30024, 30702, 36229, 31336, 31193, 34037, 50911, 43023, 36641, 36067, 35026, 34722]"
I'm a Mess,"[17853, 19702, 19687, 19441, 18791, 18317, 18574, 18359, 17682, 17763, 17565, 16949, 17192, 17120, 18471, 18731, 17141, 16324, 16128, 17519, 17048, 17534, 16823, 15995, 14185, 13888, 13638, 13882, 13903, 13620, 12986, 13524, 13418, 13784, 13815, 14002]"
Taste (feat. Offset),"[17082, 17874, 18641, 17201, 17160, 16483, 15506, 14621, 14273, 14265, 14384, 12822, 13874, 13238, 12672, 13286, 12029, 12599, 12548, 12893, 13137, 13293, 13386, 15611, 14780, 13715, 13761, 13018]"
Feel It Still,"[16701, 15322, 15465, 15133, 14860, 15156, 14956, 14805, 14820, 14801, 14504, 14039, 14749, 14390, 13274, 13589, 13087, 13231, 12657, 12922, 13083, 13107, 13527, 12916]"
Venom - Music From The Motion Picture,"[16475, 19394, 20036, 18872, 17826, 17531, 16286, 15968, 15530, 14973, 14528, 13478, 13623, 12978, 12547, 22571, 23214]"
Look Back at It,"[16360, 23043, 32275, 34108, 34721, 46776, 36287, 28184, 24203, 22757, 19464, 14571, 13716, 57728, 59079, 43871, 39392, 39160, 39350, 31991, 28938, 27789, 26100, 23839, 21923, 20755, 19626, 19084, 16501]"
Wolves,"[16264, 17102, 16967, 16562, 16695, 18417, 17303, 16085, 15032, 15053, 14777, 13877, 14109, 13635, 13619, 13843, 12878, 12940, 12517]"
Somebody To Love - Remastered 2011,"[16188, 15398, 16008, 14595, 15785, 16326, 19173, 19174, 19647, 19507, 18189, 16963, 16092, 15018, 13667, 13285, 12360]"
Flames,"[15929, 16528, 17142, 17635, 16596, 17020, 17195, 17570, 17697, 17282, 15921, 14281, 14654, 14013, 13527, 13646, 12450, 12582]"
Hajtól Szívig,"[15914, 17089, 16681, 16075, 15381, 14616, 14783, 14828, 14974, 14643, 14829, 14248, 14816, 16490, 17399, 18402, 16141, 16605, 16012, 16903, 17745, 16584, 16067, 16361, 16520, 15966, 17998, 17569, 18875, 19607, 19144, 18378, 18650, 18355, 20461, 19310, 18424, 18582, 17620, 17523, 16502, 17398, 16982, 17828, 16004, 17167, 16560, 16332, 16383, 17521, 17168, 16285, 16935, 16346, 19491, 16494, 16097, 16368, 14981, 15514, 15724, 15743]"
KorsKorsKors,"[15824, 14630, 14684, 14015, 13407, 12573, 12641, 12718, 12408, 11761, 16177, 21590, 18407, 19435, 19409, 19658, 18032, 17738, 17083, 15641]"
"U, u, u","[15785, 15853, 16583, 16028, 15268, 14971, 14556, 14798, 14664, 14105, 14978, 14397, 14706, 14012, 14059, 14122, 12612, 13248, 12881, 13523, 13932, 13832, 13989, 15250, 14443, 14724, 14914, 14411, 14085, 15123, 14112, 14596, 14466, 14794, 15808, 14852, 14790, 14856, 14472, 14350, 14014, 15009, 16155, 18271, 17136, 19246, 18931, 19866, 18478, 19001, 18845, 16860, 16393, 18253, 17587, 17180, 17550, 17345]"
"Survive (feat. Emeli Sandé, Gucci Mane)","[14982, 16527, 19509, 20062, 20886, 32132, 23084, 19773, 18951, 17991, 18384, 17327, 17320, 16475, 15658, 15306, 13026, 13296]"
Electricity,"[14769, 15266, 15902, 16020, 17173, 17502, 17518, 17634, 17428, 17154, 15054, 13857, 14667, 14849, 14104, 14275, 12635, 13252, 12308]"
Mindenki táncol /90'/,"[14699, 13993, 15711, 15015, 14673, 14469, 14693, 14837, 14922, 15579, 16404, 15427, 16385, 16514, 16491, 17390, 16333, 16114, 15784, 16243, 16975, 16830, 16869, 19686, 18446, 19034, 19533, 19111, 18591, 19389, 18464, 18843, 18836, 19618, 19358, 18060, 18117, 17806, 17527, 16825, 16068, 16883, 16807, 18058, 16223, 16854, 16127, 16578, 15868, 17896, 16669, 17136, 16168, 16312, 17127, 16036, 17037, 16634, 16928, 16813, 17226, 18089, 18216, 17878, 18146, 20356, 20862, 21518, 21738, 21821, 22200, 22439, 21904, 21072, 21282, 19942, 18930, 18910, 19261, 19372, 18225]"
We Will Rock You - Remastered 2011,"[14672, 13535, 14058, 14240, 16021, 16262, 18759, 19777, 21014, 20341, 19898, 18349, 17919, 16826, 16003, 15821, 14290, 13142, 12957, 14124, 15150, 14387, 14654, 14439, 14027, 13559, 12973, 13013]"
Killer Queen - Remastered 2011,"[14494, 14372, 14383, 13358, 14328, 15165, 17338, 18830, 20121, 19479, 18413, 17201, 16552, 15214, 13919, 13606, 12202]"
Woman Like Me (feat. Nicki Minaj),"[14411, 14883, 15219, 15293, 14658, 13700, 14416, 15528, 16235, 15436, 15360, 14655, 15838, 15218, 13752, 14223, 11665]"
"Thunderclouds (feat. Sia, Diplo, and Labrinth)","[14406, 15111, 16064, 15637, 15876, 15681, 15463, 14723, 14533, 14869, 12356, 13688, 12502, 16940, 12420]"
Perfect,"[14262, 14972, 14417, 14753, 14493, 14528, 15704, 14813, 13846, 13572, 13540, 12462, 12643, 12871, 12939, 13603, 14192, 13499, 22425, 18541, 13735, 13787, 13870, 19343]"
Danza Kuduro,"[14256, 17689, 19608, 20040, 20359, 20449, 21725, 23202, 23768, 24116, 24319, 24604, 24996, 25075, 26688, 25533, 29274, 26143, 26666, 29169, 28557, 30295, 30264, 31235, 33601, 34520, 34092, 32809, 30044, 29589, 30554, 29303, 28065, 27235, 27061, 40229, 30806, 31678, 35234, 35571, 37921, 37034, 37901, 42225, 36707, 37585, 40376, 41228, 41269, 39323, 42945, 44850, 46314, 49387, 44672, 58201, 63271, 64443, 65356, 69715, 65404, 66789, 62074, 57847, 53126, 51085, 47991, 49190, 48883, 46555, 42302, 43119, 40964, 39434, 38943, 36272, 37114, 34983, 38478, 34337, 53060, 45325, 51991, 55594, 57494, 59060, 57820, 57325, 56898, 60879, 63688, 64269, 71613, 72904, 74839, 71818, 65283, 61717, 68831, 63462, 68059, 68547, 70511, 84882, 82919, 76800, 81559]"
Falling Down - Bonus Track,"[14144, 14139, 14573, 15083, 14973, 13948, 13356, 13040, 12472, 11843, 12435, 17421, 18398, 17337, 15337, 15931, 15623, 15031, 15626, 16397, 15797, 15823, 15449, 17204, 18786, 19935, 18420, 18518, 18611, 19180, 17784, 18474, 19329, 18794, 18978, 16898]"
I Like Me Better,"[14067, 16917, 17889, 18484, 19137, 19754, 18752, 18949, 18669, 18640, 18189, 17731, 18055, 17494, 17250, 16436, 15534, 16221, 16107, 15597, 15225, 15496, 15684, 14589, 14878, 14340, 13156, 13412, 13685, 13443, 14009, 14205, 14076, 13813, 14012, 14094, 13883]"
Him & I (with Halsey),"[14015, 14519, 14767, 14946, 14974, 14844, 14331, 14665, 13845, 13600, 13455, 12714, 13038, 12840, 12707, 11806, 13864, 21791, 22538]"
Wake Me Up,"[13665, 12285, 12453, 14447, 18250, 16362, 16698, 18070, 18914, 19020, 18314, 17914, 18177, 18124, 17767, 17228, 16713, 19980, 20952, 20352, 20163, 21234, 21335, 22557, 22959, 22755, 21903, 21823, 21340, 21470, 20767, 21430, 23467, 22934, 24774, 23236, 25522, 25246, 25659, 25501, 23926, 25582, 25601, 24965, 24784, 24574, 30111, 33090, 35328, 37450, 35007, 37780, 36326, 36947, 36624, 35537, 37354]"
Can't Hold Us (feat. Ray Dalton),"[13432, 13374, 13450, 13281, 13757, 13206, 13016, 13399, 16038, 14417, 13003, 20773, 16211, 15875, 15896, 17212, 17762, 17820, 17541, 17265, 17345, 17432, 16916, 17091, 16681, 17691, 21799, 18714, 18819, 18911, 20386, 20909, 20864, 21883, 22708, 22418, 22892, 23480, 23423, 25097, 23448, 25784, 25692, 25862, 25820, 24807, 24631, 24730, 24994, 26304, 26804, 25132, 25301, 24436, 23802, 23709, 23206, 23439, 23860, 23888, 22405, 22451, 22297, 23446, 22952, 22922, 22527, 22398, 24017, 21958, 21256, 21101, 28454, 23685, 25362, 24835, 26167, 26725, 27622, 29155, 28535, 29328, 29747, 30641, 31446, 31342, 33707, 31787, 31571, 31207, 30638, 31857, 30990, 29961, 31098, 31917, 31197, 29626, 28606, 27909, 27372, 27516, 29095, 31039, 30388, 29620, 30017, 28808, 28295, 29120, 28331, 30231, 31870, 37867, 35689, 38058, 36536, 40290, 37307, 36823, 36329, 36510, 40888, 37362, 49490, 42369, 33980, 42538, 46135, 42989, 41983, 42888, 43467, 48363, 52035, 52807, 49062, 50920, 46134, 53255, 56747, 55932, 54641, 49183, 55544, 56263, 55220, 57076, 60585, 57082, 57491, 55990, 54558, 50391, 50222, 50665, 59934, 52734, 53006, 48763, 53340, 51827, 55185, 53823, 54128, 52633, 51850, 54057, 49305, 52488, 56176, 55227, 52318, 53368, 54035, 49161, 63301, 55498, 57560, 57157, 56483, 44207, 42397, 42879, 42122, 53174, 55187, 55165, 58120, 57329, 63452, 58862, 56265, 57842, 60190, 63169, 60812, 63189, 64115, 66355, 66788, 64744, 66033, 59628]"
In the End,"[13381, 14082, 15260, 15527, 15734, 15300, 16147, 16350, 16009, 16523, 17237, 15728, 16134, 15652, 16179, 16389, 14128, 15085, 14943, 14984, 15226, 15145, 15414, 15069, 15084, 15567, 15377, 15371, 15728, 16254, 16353, 16416, 16356, 15734, 15391, 15600, 15808, 16529, 16858, 16619, 16713, 16239, 16363, 16830, 15130, 16397, 16123, 16437, 16209, 18062, 15321, 16767, 17067, 17313, 17305, 17648, 17206, 17322, 17552, 17602, 16501, 16422, 15324, 15925, 15744, 14857, 15799, 16175, 16206, 15853, 17500, 16615, 17490, 16965, 17769, 16919, 18113, 18043, 17689, 17659, 18417, 17736, 17502, 17502, 17558, 17157, 18034, 20236, 22938, 20665, 20889, 18570, 18411, 18611, 17002, 19564, 19942, 20470, 20798, 20486, 20538, 21133, 21222, 20708, 19993, 20429, 20453, 18747, 19462, 19588, 19161, 19301, 19765, 20102, 33587, 37898, 37649, 38020, 39940, 39985, 39297, 42272, 43122]"
